"pr_lost";"pr_rem";"ave_pr_rem";"amphibians";"birds";"mammals";"reptiles";"LC";"NT";"VU";"EN";"CR";"endangered"
0.355;99.645;82.2373227773963;82.9032242617718;83.5654919090638;84.2483405212826;73.0748865845755;85.2960742422219;82.2429613011778;80.1984225621415;79.2867516629712;67.7401622718053;77.3453912331012
0.367;99.633;82.2372419921638;82.9032242617718;83.5654621264767;84.2480217513595;73.0748865845755;85.2959407130458;82.2429613011778;80.1984225621415;79.2867516629712;67.7401622718053;77.3453912331012
0.375;99.625;82.2372419921638;82.9032242617718;83.5654621264767;84.2480217513595;73.0748865845755;85.2959407130458;82.2429613011778;80.1984225621415;79.2867516629712;67.7401622718053;77.3453912331012
0.384;99.616;82.2372419921638;82.9032242617718;83.5654621264767;84.2480217513595;73.0748865845755;85.2959407130458;82.2429613011778;80.1984225621415;79.2867516629712;67.7401622718053;77.3453912331012
0.392;99.608;82.2372419921638;82.9032242617718;83.5654621264767;84.2480217513595;73.0748865845755;85.2959407130458;82.2429613011778;80.1984225621415;79.2867516629712;67.7401622718053;77.3453912331012
0.401;99.599;82.2371935210244;82.9032242617718;83.5654422714186;84.24783423964;73.0748865845755;85.2958605955401;82.2429613011778;80.1984225621415;79.2867516629712;67.7401622718053;77.3453912331012
0.41;99.59;82.237165246193;82.9032242617718;83.5654224163606;84.2477404837802;73.0748865845755;85.2958138603285;82.2429613011778;80.1984225621415;79.2867516629712;67.7401622718053;77.3453912331012
0.416;99.584;82.237165246193;82.9032242617718;83.5654224163606;84.2477404837802;73.0748865845755;85.2958138603285;82.2429613011778;80.1984225621415;79.2867516629712;67.7401622718053;77.3453912331012
0.423;99.577;82.237165246193;82.9032242617718;83.5654224163606;84.2477404837802;73.0748865845755;85.2958138603285;82.2429613011778;80.1984225621415;79.2867516629712;67.7401622718053;77.3453912331012
0.431;99.569;82.237165246193;82.9032242617718;83.5654224163606;84.2477404837802;73.0748865845755;85.2958138603285;82.2429613011778;80.1984225621415;79.2867516629712;67.7401622718053;77.3453912331012
